"Cmd.","Sub cmd.","Data","Description"
"1A","05,0210","","p. 19-9 Send/read scope edge 4 frequencies for 15.00 - 20.00 MHz"
"1A","05,0211","","p. 19-9 Send/read scope edge 4 frequencies for 20.00 - 22.00 MHz"
"1A","05,0212","","p. 19-9 Send/read scope edge 4 frequencies for 22.00 - 26.00 MHz"
"1A","05,0213","","p. 19-9 Send/read scope edge 4 frequencies for 26.00 - 30.00 MHz"
"1A","05,0214","","p. 19-9 Send/read scope edge 4 frequencies for 30.00 - 45.00 MHz"
"1A","05,0215","","p. 19-9 Send/read scope edge 4 frequencies for 45.00 - 60.00 MHz"
"1A","05,0216","","p. 19-9 Send/read scope edge 4 frequencies for 60.00 - 74.80 MHz"
"1A","05,0217","00/01","Send/read PTT Port Function setting (00=PTT Input, 01=PTT Input + SEND Output)"
"1A","05,0006","","p. 19-10 Send/read DATA mode setting"
"1A","05,0007","00/01","Send/read IP+ function setting (00=OFF, 01=ON)"
"1B","00","","p. 19-13 Send/read repeater tone frequency"
"1B","01","","p. 19-13 Set/read TSQL tone frequency"
"1C","00","00","Send/read transceiver’s status RX • When CI-V Output (for ANT) (Command: 1C 04) is set to ON, automatically outputs when changed."
"1C","00","01","Send/read transceiver’s status TX • When CI-V Output (for ANT) (Command: 1C 04) is set to ON, automatically outputs when changed."
"1C","01","00 to 02","Send/read the antenna tuner (00=OFF, 01=ON, 02=to tuning)"
"1C","02","00/01","Send/read transmit frequency monitor setting (00=OFF, 01=ON)"
"1C","03","","p. 19-9 Read transmit frequency • When CI-V Output (for ANT) (Command: 1C 04) is set to ON, automatically outputs when changed."
"1C","04","00/01","Send/read command to disable/enable to output the antenna controller status frequency and so on from [REMOTE]"
"1E","00","","Read number of available TX frequency band"
"1E","01","","p. 19-9 Read TX band edge frequencies"
"1E","02","","Read number of user-set TX frequency band"
"1E","03","","p. 19-9 Send/read user-set TX band edge frequencies"
"21","00","","p. 19-13 Send/read RIT frequency"
"21","01","00/01","Send/read RIT setting (00=OFF, 01=ON)"
"21","02","00/01","Send/read ∂TX setting (00=OFF, 01=ON)"
"25","","","p. 19-13 Send/read the selected or unselected VFO frequency"
"26","","","p. 19-13 Send/read the selected or unselected VFO’s operating mode and filter"
"27","00","","p. 19-14 Read the Scope waveform data • Only when “Scope ON/OFF status” (Command: 27 10) and “Scope data output” (Command: 27 11) are set to “ON,” outputs the waveform data to the controller."
"27","10","00/01","Send/read the Scope ON/OFF status (00=OFF, 01=ON)"
"27","11","00/01","Send/read the Scope wave data output (00=OFF, 01=ON)"
"27","12","00","Send/read the Main or Sub scope setting (00=Main only)"
"27","13","00","Send/read the Single/Dual scope setting (00=Single only)"
"27","14","","p. 19-14 Send/read the Scope Center mode, Fixed mode, SCROLL-C mode, or SCROLL-F mode setting"
"27","15","","p. 19-14 Send/read the Span setting in the Center mode or SCROLL-C mode Scope"
"27","16","","p. 19-15 Send/read the Edge number setting in the Fixed mode or SCROLL-F mode Scope"
"27","17","","p. 19-15 Send/read the Scope hold function ON or OFF"
"27","19","","p. 19-15 Send/read the Scope Reference level setting"
"27","1A","","p. 19-15 Send/read the Sweep speed setting"
"27","1B","00/01","Send/read the Scope indication during TX in the Center mode (00=OFF, 01=ON)"
"27","1C","00 to 02","Send/read scope center frequency setting in the Center mode (00=Filter center, 01=Carrier point center, 02=Carrier point center (Abs. Freq.))"
"27","1D","","p. 19-15 Send/read the Scope VBW setting"
"27","1E","","p. 19-15 Send/read the Scope Fixed edge frequencies"
"27","20","00/01","Send/read the Marker Position (FIX Type/SCROLL Type) setting (00=Filter Center, 01=Carrier Point)"
"28","00","00 to 08","Transmits the Voice TX memory content (01=T1 to 08=T8, 0x00=Cancel TX)"
