"Cmd.","Sub cmd.","Data","Description"
"1A","05,0028","00 to 05","Send/read the TX Delay setting (70 MHz) (00=OFF, 01=10 ms, 02=15 ms, 03=20 ms, 04=25 ms, 05=30 ms)"
"1A","05,0029","00 to 05","Send/read the Time-Out Timer setting (00=OFF, 01=3 min., 02=5 min., 03=10 min., 04=20 min., 05=30 min.)"
"1A","05,0030","00/01","Send/read quick split set (00=OFF, 01=ON)"
"1A","05,0031","","p. 19-10 Send/read FM split offset –9.999 to +9.999 MHz for HF"
"1A","05,0032","","p. 19-10 Send/read FM split offset –9.999 to +9.999 MHz for 50 MHz"
"1A","05,0033","00/01","Send/read split lock set (00=OFF, 01=ON)"
"1A","05,0034","00/01","Send/read [TUNER] Switch set (00=Manual, 01=Auto)"
"1A","05,0035","00 or 01","Send/read PTT tune set (00=OFF, 01=ON)"
"1A","05,0036","00 to 02","Send/read RTTY mark frequency (00=1275 Hz, 01=1615 Hz, 02=2125 Hz)"
"1A","05,0037","00 to 02","Send/read RTTY shift width (00=170 Hz, 01=200 Hz, 02=425 Hz)"
"1A","05,0038","00/01","Send/read RTTY keying polarity (00=Normal, 01=Reverse)"
"1A","05,0039","00/01","Send/read speech language (00=English, 01=Japanese)"
"1A","05,0040","00/01","Send/read speech speed (00=Low, 01=High)"
"1A","05,0041","00/01","Send/read S-level speech (00=OFF, 01=ON)"
"1A","05,0042","00/01","Send/read speech with a mode switch operation (00=OFF, 01=ON)"
"1A","05,0043","00 00 to 02 55","Send/read speech level (00 00=0% to 02 55=100%)"
"1A","05,0044","00/01","Send/read [SPEECH/LOCK] key function setting (00=Push: SPEECH, Hold down: LOCK, 01=Push: LOCK, Hold down: SPEECH)"
"1A","05,0045","00/01","Send/read the Lock function setting (00=MAIN DIAL, 01=PANEL)"
"1A","05,0046","00/01","Send/read memo pad numbers (00=5 ch, 01=10 ch)"
"1A","05,0047","00 to 02","Send/read main dial auto TS (00=OFF, 01=Low, 02=High)"
"1A","05,0048","00/01","Send/read mic. up/down speed (00=Low, 01=High)"
"1A","05,0049","00 or 01","Send/read quick RIT/∂TX clear function (00=OFF, 01=ON)"
"1A","05,0050","00 to 02","Send/read SSB notch operation (00=Auto, 01=Manual, 02=Auto/Manual)"
"1A","05,0051","00 to 02","Send/read AM notch operation (00=Auto, 01=Manual, 02=Auto/Manual)"
"1A","05,0052","00/01","Send/read SSB/CW synchronous tuning function (00=OFF, 01=ON)"
"1A","05,0053","00/01","Send/read CW normal side set (00=LSB, 01=USB)"
"1A","05,0054","00/01","Send/read screen capture by the [POWER] switch (00=OFF, 01=ON)"
"1A","05,0055","00/01","Send/read screen capture image data saving format (00=PNG format, 01=BMP format)"
"1A","05,0056","00/01","Send/read keyboard type (00=Ten-key, 01=Full Keyboard)"
"1A","05,0057","00/01","Send/read calibration marker (00=OFF, 01=ON)"
"1A","05,0058","00 00 to 02 55","Send/read reference frequency (00 00=0%, 02 55=100%)"
"1A","05,0059","00 or 01","Send/read AF/IF signal output to ACC/USB (00=AF, 01=IF)"
"1A","05,0060","00 00 to 02 55","Send/read AF output level to ACC/USB (00 00=0% to 02 55=100%)"
"1A","05,0061","00/01","Send/read squelch function for the AF signal output to ACC/USB (00=OFF (Open), 01=ON)"
"1A","05,0062","00/01","Send/read beep and speech output setting to ACC/USB (when AF signal output is set) (00=OFF, 01=ON)"
"1A","05,0063","00 00 to 02 55","Send/read IF signal output level to ACC/USB (00 00=0%, 02 55=100%)"
"1A","05,0064","00 00 to 02 55","Send/read MOD input level from ACC (00 00=0% to 02 55=100%)"
"1A","05,0065","00 00 to 02 55","Send/read MOD input level from USB (00 00=0% to 02 55=100%)"
"1A","05,0066","00 to 04","Send/read MOD input connector during DATA OFF (00=MIC, 01=ACC, 02=MIC/ACC, 03=USB, 04=MIC/USB)"
"1A","05,0067","00 to 04","Send/read MOD input connector during DATA (00=MIC, 01=ACC, 02=MIC/ACC, 03=USB, 04=MIC/USB)"
"1A","05,0068","00/01","Send/read the external keypad setting for VOICE (00=OFF, 01=ON)"
"1A","05,0069","00/01","Send/read the external keypad setting for Memory KEYER (00=OFF, 01=ON)"
"1A","05,0070","00/01","Send/read the external keypad setting for RTTY Memory (00=OFF, 01=ON)"
"1A","05,0071","00/01","Send/read the CI-V transceive setting (00=OFF, 01=ON)"
"1A","05,0072","00 00 to 02 23","Send/read the transceive CI-V Address for USB to REMOTE in hexadecimal code (00 00=00h to 02 23=DFh)"
"1A","05,0073","00/01","Send/read the CI-V Output (for ANT) capability (00=OFF, 01=ON)"
"1A","05,0074","00/01","Send/read the CI-V USB port setting (00=Link to [REMOTE], 01=Unlink to [REMOTE]) (Read only)"
"1A","05,0075","00/01","Send/read echo back setting for CI-V operation from USB (00=ON, 01=OFF)"
"1A","05,0076","00/01","Send/read the USB (serial port) function setting (00=CI-V, 01=RTTY Decode)"
"1A","05,0077","00 to 03","Send/read data transfer speed for RTTY decode output (00=4800 bps, 01=9600 bps, 02=19200 bps, 03=38400 bps)"
"1A","05,0078","00 to 02","Send/read transmission control line setting for USB (00=OFF, 01=DTR, 02=RTS) • Different line must be set from both CW keying and RTTY (FSK)"
"1A","05,0079","00 to 02","Send/read CW keying line setting for USB (00=OFF, 01=DTR, 02=RTS) • Different line must be set from both transmission control and RTTY (FSK)"
"1A","05,0080","00 to 02","Send/read RTTY (FSK) line setting for USB (00=OFF, 01=DTR, 02=RTS) • Different line must be set from both CW keying and transmission control"
"1A","05,0081","00 00 to 02 55","Send/read LCD unit backlight brightness (00 00=0% to 02 55=100%)"
"1A","05,0082","00/01","Send/read screen image type (00=A, 01=B)"
"1A","05,0083","00/01","Send/read frequency readout font (00=Basic, 01=Round)"
"1A","05,0084","00/01","Send/read peak hold set for meter (00=OFF, 01=ON)"
"1A","05,0085","00/01","Send/read memory name indication setting (00=OFF, 01=ON)"
"1A","05,0086","00/01","Send/read manual notch width pop-up indication setting (00=OFF, 01=ON)"
"1A","05,0087","00/01","Send/read PBT shifting value display setting while rotating [TWIN PBT] (00=OFF, 01=ON)"
"1A","05,0088","00/01","Send/read IF filter width and shifting value display setting when the IF filter is switched (00=OFF, 01=ON)"
"1A","05,0089","00 to 03","Send/read screen saver function (00=OFF, 01=15 minutes, 02=30 minutes, 03=60 minutes)"
"1A","05,0090","00/01","Send/read opening message indication (00=OFF, 01=ON)"
"1A","05,0091","","p. 19-10 Send/read opening message contents (up to 10-character)"
"1A","05,0092","00/01","Send/read Power ON Check setting (00=OFF, 01=ON)"
"1A","05,0093","00/01","Send/read Display Language (00=English, 01=Japanese)"
"1A","05,0094","20 00 01 01 to 20 99 12 31","Send/read date setting (20 00 01 01=2000/01/01 to 20 99 12 31=2099/12/31)"
"1A","05,0095","00 00 to 23 59","Send/read time setting (00 00=00:00 to 23 59=23:59)"
"1A","05,0096","","p. 19-13 Send/read UTC offset time"
"1A","05,0097","00/01","Send/read scope indication during TX (00=OFF, 01=ON)"
"1A","05,0098","00 to 02","Send/read scope max. hold (00=OFF, 01=ON)"
"1A","05,0099","00 to 02","Send/read scope center frequency set (00=Filter center, 01=Carrier point center, 02=Carrier point center (Abs. Freq.))"
"1A","05,0100","00/01","Send/read scope marker position (FIX Type/SCROLL Type) setting (00=Filter center, 01=Carrier point)"
"1A","05,0101","00/01","Send/read external monitor signal width (00=Narrow, 01=Wide)"
"1A","05,0102","00 to 03","Send/read averaging function for spectrum scope (00=OFF, 01=2, 02=3, 03=4)"
"1A","05,0103","00/01","Send/read spectrum display type (00=Fill, 01=Fill+Line)"
"1A","05,0104","","p. 19-9 Send/read spectrum fill color"
"1A","05,0105","","p. 19-9 Send/read spectrum line color"
"1A","05,0106","","p. 19-9 Send/read spectrum color for peak hold"
"1A","05,0107","00/01","Send/read waterfall set for spectrum scope (00=OFF, 01=ON)"
"1A","05,0108","00 to 02","Send/read waterfall speed (00=Slow, 01=Mid, 02=Fast)"
"1A","05,0109","00 to 02","Send/read waterfall height when expanded scope is selected (00=Small, 01=Mid, 02=Larger)"
"1A","05,0110","00 to 07","Send/read peak color level set for waterfall of the spectrum scope (00=Grid 1, 01=Grid 2, 02=Grid 3, 03=Grid 4, 04=Grid 5, 05=Grid 6, 06=Grid 7, 07=Grid 8)"
"1A","05,0111","00/01","Send/read scope waterfall marker auto-hide (00=OFF, 01=ON)"
"1A","05,0112","","p. 19-9 Send/read scope edge 1 frequencies for 0.03 to 1.60 MHz band"
"1A","05,0113","","p. 19-9 Send/read scope edge 2 frequencies for 0.03 to 1.60 MHz band"
"1A","05,0114","","p. 19-9 Send/read scope edge 3 frequencies for 0.03 to 1.60 MHz band"
"1A","05,0115","","p. 19-9 Send/read scope edge 1 frequencies for 1.60 to 2.00 MHz band"
"1A","05,0116","","p. 19-9 Send/read scope edge 2 frequencies for 1.60 to 2.00 MHz band"
"1A","05,0117","","p. 19-9 Send/read scope edge 3 frequencies for 1.60 to 2.00 MHz band"
"1A","05,0118","","p. 19-9 Send/read scope edge 1 frequencies for 2.00 to 6.00 MHz band"
"1A","05,0119","","p. 19-9 Send/read scope edge 2 frequencies for 2.00 to 6.00 MHz band"
"1A","05,0120","","p. 19-9 Send/read scope edge 3 frequencies for 2.00 to 6.00 MHz band"
"1A","05,0121","","p. 19-9 Send/read scope edge 1 frequencies for 6.00 to 8.00 MHz band"
"1A","05,0122","","p. 19-9 Send/read scope edge 2 frequencies for 6.00 to 8.00 MHz band"
"1A","05,0123","","p. 19-9 Send/read scope edge 3 frequencies for 6.00 to 8.00 MHz band"
"1A","05,0124","","p. 19-9 Send/read scope edge 1 frequencies for 8.00 to 11.00 MHz band"
"1A","05,0125","","p. 19-9 Send/read scope edge 2 frequencies for 8.00 to 11.00 MHz band"
"1A","05,0126","","p. 19-9 Send/read scope edge 3 frequencies for 8.00 to 11.00 MHz band"
"1A","05,0127","","p. 19-9 Send/read scope edge 1 frequencies for 11.00 to 15.00 MHz band"
"1A","05,0128","","p. 19-9 Send/read scope edge 2 frequencies for 11.00 to 15.00 MHz band"
"1A","05,0129","","p. 19-9 Send/read scope edge 3 frequencies for 11.00 to 15.00 MHz band"
"1A","05,0130","","p. 19-9 Send/read scope edge 1 frequencies for 15.00 to 20.00 MHz band"
"1A","05,0131","","p. 19-9 Send/read scope edge 2 frequencies for 15.00 to 20.00 MHz band"
"1A","05,0132","","p. 19-9 Send/read scope edge 3 frequencies for 15.00 to 20.00 MHz band"
"1A","05,0133","","p. 19-9 Send/read scope edge 1 frequencies for 20.00 to 22.00 MHz band"
"1A","05,0134","","p. 19-9 Send/read scope edge 2 frequencies for 20.00 to 22.00 MHz band"
"1A","05,0135","","p. 19-9 Send/read scope edge 3 frequencies for 20.00 to 22.00 MHz band"
"1A","05,0136","","p. 19-9 Send/read scope edge 1 frequencies for 22.00 to 26.00 MHz band"
"1A","05,0137","","p. 19-9 Send/read scope edge 2 frequencies for 22.00 to 26.00 MHz band"
"1A","05,0138","","p. 19-9 Send/read scope edge 3 frequencies for 22.00 to 26.00 MHz band"
"1A","05,0139","","p. 19-9 Send/read scope edge 1 frequencies for 26.00 to 30.00 MHz band"
"1A","05,0140","","p. 19-9 Send/read scope edge 2 frequencies for 26.00 to 30.00 MHz band"
"1A","05,0141","","p. 19-9 Send/read scope edge 3 frequencies for 26.00 to 30.00 MHz band"
"1A","05,0142","","p. 19-9 Send/read scope edge 1 frequencies for 30.00 to 45.00 MHz band"
"1A","05,0143","","p. 19-9 Send/read scope edge 2 frequencies for 30.00 to 45.00 MHz band"
"1A","05,0144","","p. 19-9 Send/read scope edge 2 frequencies for 30.00 to 45.00 MHz band"
"1A","05,0145","","p. 19-9 Send/read scope edge 1 frequencies for 45.00 to 60.00 MHz band"
"1A","05,0146","","p. 19-9 Send/read scope edge 2 frequencies for 45.00 to 60.00 MHz band"
"1A","05,0147","","p. 19-9 Send/read scope edge 3 frequencies for 45.00 to 60.00 MHz band"
"1A","05,0148","","p. 19-9 Send/read scope edge 1 frequencies for 60.00 to 74.80 MHz band"
"1A","05,0149","","p. 19-9 Send/read scope edge 2 frequencies for 60.00 to 74.80 MHz band"
"1A","05,0150","","p. 19-9 Send/read scope edge 3 frequencies for 60.00 to 74.80 MHz band"
"1A","05,0151","00/01","Send/read audio FFT scope display type (00=Fill, 01=Fill+Line)"
"1A","05,0152","","p. 19-9 Send/read the Audio FFT scope waveform color"
"1A","05,0153","00/01","Send/read the Audio FFT scope waterfall display (00=OFF, 01=ON)"
"1A","05,0154","","p. 19-9 Send/read the Audio Oscilloscope scope waveform color"
"1A","05,0155","00","Normal selection for contest number style"
"1A","05,0155","01","“190→ANO” selection for contest number style"
"1A","05,0155","02","“190→ANT” selection for contest number style"
"1A","05,0155","03","“90→NO” selection for contest number style"
"1A","05,0155","04","“90→NT” selection for contest number style"
"1A","05,0156","01 to 08","Send/read count up trigger channel (01=M1, 02=M2, 03=M3, 04=M4, 05=M5, 06=M6, 07=M7, 08=M8)"
"1A","05,0157","00 01 to 99 99","Send/read present number (00 01=1 to 99 99=9999)"
"1A","05,0158","00 00 to 02 55","Send/read CW side tone gain (00 00=0% to 02 55=100%)"
"1A","05,0159","00/01","Send/read CW side tone gain limit (00=OFF, 01=ON)"
"1A","05,0160","01 to 60","Send/read CW keyer repeat time (01=1 sec. to 60=60 sec.)"
"1A","05,0161","28 to 45","Send/read CW keyer dot/dash ratio (28=1:1:2.8 to 45=1:1:4.5)"
"1A","05,0162","00 to 03","Send/read rise time (00=2 msec., 01=4 msec., 02=6 msec., 03=8 msec.)"
"1A","05,0163","00/01","Send/read paddle polarity (00=Normal, 01=Reverse)"
"1A","05,0164","00 to 02","Send/read keyer type (00=Straight, 01=Bug, 02=Paddle)"
"1A","05,0165","00/01","Send/read mic. up/down keyer set (00=OFF, 01=ON)"
"1A","05,0166","00 to 03","Send/read averaging function for RTTY FFT scope (00=OFF, 01=2, 02=3, 03=4)"
"1A","05,0167","","p. 19-9 Send/read RTTY FFT scope waveform color"
"1A","05,0168","00/01","Send/read RTTY decode USOS (00=OFF, 01=ON)"
"1A","05,0169","00/01","Send/read RTTY decode new line code (00=CR,LF,CR+LF, 01=CR+LF)"
"1A","05,0170","00/01","Send/read RTTY TX USOS (00=OFF, 01=ON)"
"1A","05,0171","","p. 19-9 Send/read received RTTY text font color"
"1A","05,0172","","p. 19-9 Send/read transmitted RTTY text font color"
"1A","05,0173","00/01","Send/read RTTY log function (00=OFF, 01=ON)"
"1A","05,0174","00/01","Send/read file saving format for the RTTY log (00=Text, 01=HTML)"
"1A","05,0175","00/01","Send/read RTTY time stamp set (00=OFF, 01=ON)"
"1A","05,0176","00/01","Send/read RTTY Decode Log Time Stamp (00=Local, 01=UTC)"
"1A","05,0177","00/01","Send/read RTTY frequency stamp (00=OFF, 01=ON)"
"1A","05,0178","00/01","Send/read scan speed (00=Low, 01=High)"
"1A","05,0179","00/01","Send/read scan resume (00=OFF, 01=ON)"
"1A","05,0180","00/01","Send/read auto monitor function setting when transmitting a recorded voice memory (00=OFF, 01=ON)"
"1A","05,0181","01/15","Send/read repeat interval to transmit recorded voice audio (01=1 sec. to 15=15 sec.)"
"1A","05,0182","00/01","Send/read recording mode for QSO recorder (00=TX&RX, 01=RX Only)"
"1A","05,0183","00/01","Send/read recording TX audio for QSO recorder (00=Microphone audio, 01=TX monitor audio)"
"1A","05,0184","00/01","Send/read squelch relation to recording RX audio for QSO recorder (00=Always, 01=Squelch Auto)"
"1A","05,0185","00/01","Send/read QSO record file split function setting (00=OFF, 01=ON)"
"1A","05,0186","00/01","Send/read PTT Automatic Recording function setting (00=OFF, 01=ON)"
"1A","05,0187","00 to 03","Send/read RX audio recording status for PTT Automatic Recording function (00=OFF (records no RX audio), 01=Records the RX audio just before 5 sec., 02=Records the RX audio just before 10 sec., 03=Records the RX audio just before 15 sec.)"
"1A","05,0188","00 to 03","Send/read QSO PLAY Skip time (00=3 sec., 01=5 sec., 02=10 sec., 03=30 sec.)"
"1A","05,0189","00 to 09","Send/read NB depth (00=1 to 09=10)"
"1A","05,0190","00 00 to 02 55","Send/read NB width (00 00=1 to 02 55=100)"
"1A","05,0191","00 to 20","Send/read VOX delay (00=0.0 sec. to 20=2.0 sec.)"
"1A","05,0192","00 to 03","Send/read VOX voice delay (00=OFF, 01=Short, 02=Mid., 03=Long)"
"1A","05,0193","00/01","Send/read the MF band attenuator setting (00=OFF, 01=ON)"
"1A","05,0194","00 to 02","Send/read on-screen keyboard layout (00=English, 01=German, 02=French)"
"1A","05,0195","00 00 to 02 55","Send/read the Transmit voice level for the VOICE TX function (00 00=0% to 02 55=100%)"
"1A","05,0196","","p. 19-9 Send/read SSB-D TX bandwidth"
"1A","05,0197","00/01","Inhibit Timer at USB connection (00=OFF, 01=ON)"
"1A","05,0198","","p. 19-12 Send/read the Front key customize [VOX/BK-IN] setting"
"1A","05,0199","","p. 19-12 Send/read the Front key customize [AUTOTUNE] setting"
"1A","05,0200","","p. 19-12 Send/read the Front key customize [▲] setting"
"1A","05,0201","","p. 19-12 Send/read the Front key customize [▼] setting"
"1A","05,0202","","p. 19-12 Send/read the MIC key customize [UP] setting"
"1A","05,0203","","p. 19-12 Send/read the MIC key customize [DOWN] setting"
"1A","05,0204","","p. 19-9 Send/read scope edge 4 frequencies for 0.03 - 1.60 MHz"
"1A","05,0205","","p. 19-9 Send/read scope edge 4 frequencies for 1.60 - 2.00 MHz"
"1A","05,0206","","p. 19-9 Send/read scope edge 4 frequencies for 2.00 - 6.00 MHz"
"1A","05,0207","","p. 19-9 Send/read scope edge 4 frequencies for 6.00 - 8.00 MHz"
"1A","05,0208","","p. 19-9 Send/read scope edge 4 frequencies for 8.00 - 11.00 MHz"
"1A","05,0209","","p. 19-9 Send/read scope edge 4 frequencies for 11.00 - 15.00 MHz"
