"Cmd.","Sub cmd.","Data","Description"
"1A","05,0157","","Sets or reads the Fixed Edge No.2 setting. (1.60 ~ 2.00)"
"1A","05,0158","","Sets or reads the Fixed Edge No.3 setting. (1.60 ~ 2.00)"
"1A","05,0159","","Sets or reads the Fixed Edge No.4 setting. (1.60 ~ 2.00)"
"1A","05,0160","See p. 22","Sets or reads the Fixed Edge No.1 setting. (2.00 ~ 6.00)"
"1A","05,0161","","Sets or reads the Fixed Edge No.2 setting. (2.00 ~ 6.00)"
"1A","05,0162","","Sets or reads the Fixed Edge No.3 setting. (2.00 ~ 6.00)"
"1A","05,0163","","Sets or reads the Fixed Edge No.4 setting. (2.00 ~ 6.00)"
"1A","05,0164","See p. 22","Sets or reads the Fixed Edge No.1 setting. (6.00 ~ 8.00)"
"1A","05,0165","","Sets or reads the Fixed Edge No.2 setting. (6.00 ~ 8.00)"
"1A","05,0166","","Sets or reads the Fixed Edge No.3 setting. (6.00 ~ 8.00)"
"1A","05,0167","","Sets or reads the Fixed Edge No.4 setting. (6.00 ~ 8.00)"
"1A","05,0168","See p. 22","Sets or reads the Fixed Edge No.1 setting. (8.00 ~ 11.00)"
"1A","05,0169","","Sets or reads the Fixed Edge No.2 setting. (8.00 ~ 11.00)"
"1A","05,0170","","Sets or reads the Fixed Edge No.3 setting. (8.00 ~ 11.00)"
"1A","05,0171","","Sets or reads the Fixed Edge No.4 setting. (8.00 ~ 11.00)"
"1A","05,0172","See p. 22","Sets or reads the Fixed Edge No.1 setting. (11.00 ~ 15.00)"
"1A","05,0173","","Sets or reads the Fixed Edge No.2 setting. (11.00 ~ 15.00)"
"1A","05,0174","","Sets or reads the Fixed Edge No.3 setting. (11.00 ~ 15.00)"
"1A","05,0175","","Sets or reads the Fixed Edge No.4 setting. (11.00 ~ 15.00)"
"1A","05,0176","See p. 22","Sets or reads the Fixed Edge No.1 setting. (15.00 ~ 20.00)"
"1A","05,0177","","Sets or reads the Fixed Edge No.2 setting. (15.00 ~ 20.00)"
"1A","05,0178","","Sets or reads the Fixed Edge No.3 setting. (15.00 ~ 20.00)"
"1A","05,0179","","Sets or reads the Fixed Edge No.4 setting. (15.00 ~ 20.00)"
"1A","05,0180","See p. 22","Sets or reads the Fixed Edge No.1 setting. (20.00 ~ 22.00)"
"1A","05,0181","","Sets or reads the Fixed Edge No.2 setting. (20.00 ~ 22.00)"
"1A","05,0182","","Sets or reads the Fixed Edge No.3 setting. (20.00 ~ 22.00)"
"1A","05,0183","","Sets or reads the Fixed Edge No.4 setting. (20.00 ~ 22.00)"
"1A","05,0184","See p. 22","Sets or reads the Fixed Edge No.1 setting. (22.00 ~ 26.00)"
"1A","05,0185","","Sets or reads the Fixed Edge No.2 setting. (22.00 ~ 26.00)"
"1A","05,0186","","Sets or reads the Fixed Edge No.3 setting. (22.00 ~ 26.00)"
"1A","05,0187","","Sets or reads the Fixed Edge No.4 setting. (22.00 ~ 26.00)"
"1A","05,0188","See p. 22","Sets or reads the Fixed Edge No.1 setting. (26.00 ~ 30.00)"
"1A","05,0189","","Sets or reads the Fixed Edge No.2 setting. (26.00 ~ 30.00)"
"1A","05,0190","","Sets or reads the Fixed Edge No.3 setting. (26.00 ~ 30.00)"
"1A","05,0191","","Sets or reads the Fixed Edge No.4 setting. (26.00 ~ 30.00)"
"1A","05,0192","See p. 22","Sets or reads the Fixed Edge No.1 setting. (30.00 ~ 45.00)"
"1A","05,0193","","Sets or reads the Fixed Edge No.2 setting. (30.00 ~ 45.00)"
"1A","05,0194","","Sets or reads the Fixed Edge No.3 setting. (30.00 ~ 45.00)"
"1A","05,0195","","Sets or reads the Fixed Edge No.4 setting. (30.00 ~ 45.00)"
"1A","05,0196","See p. 22","Sets or reads the Fixed Edge No.1 setting. (45.00 ~ 60.00)"
"1A","05,0197","","Sets or reads the Fixed Edge No.2 setting. (45.00 ~ 60.00)"
"1A","05,0198","","Sets or reads the Fixed Edge No.3 setting. (45.00 ~ 60.00)"
"1A","05,0199","","Sets or reads the Fixed Edge No.4 setting. (45.00 ~ 60.00)"
"1A","05,0200","See p. 22","Sets or reads the Fixed Edge No.1 setting. (60.00 ~ 74.80)"
"1A","05,0201","","Sets or reads the Fixed Edge No.2 setting. (60.00 ~ 74.80)"
"1A","05,0202","","Sets or reads the Fixed Edge No.3 setting. (60.00 ~ 74.80)"
"1A","05,0203","","Sets or reads the Fixed Edge No.4 setting. (60.00 ~ 74.80)"
"1A","05,0204","00/01","Sets or reads the FFT Scope Waveform Type setting. (00=Line, 01=Fill)"
"1A","05,0205","See p. 22","Sets or reads the FFT Scope Waveform Color setting."
"1A","05,0206","00/01","Sets or reads the FFT Scope Waterfall Display setting. (00=OFF, 01=ON)"
"1A","05,0207","See p. 22","Sets or reads the Oscilloscope Waveform Color setting."
"1A","05,0208","00 ~ 04","Sets or reads the Number Style setting. (00=Normal, 01=190→ANO, 02=190→ANT, 03=90→NO, 04=90→NT)"
"1A","05,0209","00/01","Sets or reads the Count Up Trigger (M1) setting. (00=OFF, 01=ON)"
"1A","05,0210","00/01","Sets or reads the Count Up Trigger (M2) setting. (00=OFF, 01=ON)"
"1A","05,0211","00/01","Sets or reads the Count Up Trigger (M3) setting. (00=OFF, 01=ON)"
"1A","05,0212","00/01","Sets or reads the Count Up Trigger (M4) setting. (00=OFF, 01=ON)"
"1A","05,0213","00/01","Sets or reads the Count Up Trigger (M5) setting. (00=OFF, 01=ON)"
"1A","05,0214","00/01","Sets or reads the Count Up Trigger (M6) setting. (00=OFF, 01=ON)"
"1A","05,0215","00/01","Sets or reads the Count Up Trigger (M7) setting. (00=OFF, 01=ON)"
"1A","05,0216","00/01","Sets or reads the Count Up Trigger (M8) setting. (00=OFF, 01=ON)"
"1A","05,0217","00 01 ~ 99 99","Sets or reads the Present Number setting. (00 01=1 ~ 99 99=9999)"
"1A","05,0218","00 00 ~ 02 55","Sets or reads the Side Tone Level setting. (00 00=0% ~ 02 55=100%)"
"1A","05,0219","00/01","Sets or reads the Side Tone Level Limit setting. (00=OFF, 01=ON)"
"1A","05,0220","01 ~ 60","Sets or reads the Keyer Repeat time setting. (01=1 sec. ~ 60=60 sec.)"
"1A","05,0221","28 ~ 45","Sets or reads the Dot/Dash Ratio setting. (28=1:1:2.8 ~ 45=1:1:4.5; 0.1 steps)"
"1A","05,0222","00 ~ 03","Sets or reads the Rise Time setting. (00=2 ms, 01=4 ms, 02=6 ms, 03=8 ms)"
"1A","05,0223","00/01","Sets or reads the Paddle Polarity setting. (00=Normal, 01=Reverse)"
"1A","05,0224","00 ~ 02","Sets or reads the Key Type setting. (00=Straight, 01=Bug, 02=Paddle)"
"1A","05,0225","00/01","Sets or reads the MIC Up/Down Keyer setting. (00=OFF, 01=ON)"
"1A","05,0226","00/01","Sets or reads the Decode Display setting. (00=OFF, 01=ON)"
"1A","05,0227","00/01","Sets or reads the Japanese Morse Decode setting. (00=OFF, 01=ON) System language must be set to Japanese (1A 05 01 31 01)."
"1A","05,0228","00 ~ 03","Sets or reads the FFT Scope Averaging setting. (00=OFF, 01=2, 02=3, 03=4)"
"1A","05,0229","See p. 22","Sets or reads the FFT Scope Waveform Color setting."
"1A","05,0230","00/01","Sets or reads the Decode USOS setting. (00=OFF, 01=ON)"
"1A","05,0231","00/01","Sets or reads the Decode New Line Code setting. (00=CR, LF, CR+LF, 01=CR+LF)"
"1A","05,0232","00/01","Sets or reads the TX USOS setting. (00=OFF, 01=ON)"
"1A","05,0233","See p. 22","Sets or reads the Font Color (Receive) setting."
"1A","05,0234","See p. 22","Sets or reads the Font Color (Transmit) setting."
"1A","05,0235","00/01","Sets or reads the Count Up Trigger (RT1) setting. (00=OFF, 01=ON)"
"1A","05,0236","00/01","Sets or reads the Count Up Trigger (RT2) setting. (00=OFF, 01=ON)"
"1A","05,0237","00/01","Sets or reads the Count Up Trigger (RT3) setting. (00=OFF, 01=ON)"
"1A","05,0238","00/01","Sets or reads the Count Up Trigger (RT4) setting. (00=OFF, 01=ON)"
"1A","05,0239","00/01","Sets or reads the Count Up Trigger (RT5) setting. (00=OFF, 01=ON)"
"1A","05,0240","00/01","Sets or reads the Count Up Trigger (RT6) setting. (00=OFF, 01=ON)"
"1A","05,0241","00/01","Sets or reads the Count Up Trigger (RT7) setting. (00=OFF, 01=ON)"
"1A","05,0242","00/01","Sets or reads the Count Up Trigger (RT8) setting. (00=OFF, 01=ON)"
"1A","05,0243","00 01 ~ 99 99","Sets or reads the Present Number setting. (00 01=1 ~ 99 99=9999)"
"1A","05,0244","00/01","Sets or reads the Decode Log setting. (00=OFF, 01=ON)"
"1A","05,0245","00/01","Sets or reads the File Type setting. (00=Text, 01=HTML)"
"1A","05,0246","00/01","Sets or reads the Time Stamp setting. (00=OFF, 01=ON)"
"1A","05,0247","00/01","Sets or reads the Time Stamp (Time) setting. (00=Local, 01=UTC)"
"1A","05,0248","00/01","Sets or reads the Time Stamp (Frequency) setting. (00=OFF, 01=ON)"
"1A","05,0249","See p. 22","Sets or reads the FFT Scope Waveform Color setting."
"1A","05,0250","See p. 22","Sets or reads the Signal Level Waveform Color setting."
"1A","05,0251","See p. 22","Sets or reads the Font Color (Receive) setting."
"1A","05,0252","See p. 22","Sets or reads the Font Color (Transmit) setting."
"1A","05,0253","00/01","Sets or reads the SCAN Speed setting. (00=Slow, 01=Fast)"
"1A","05,0254","00/01","Sets or reads the SCAN Resume setting. (00=OFF, 01=ON)"
"1A","05,0255","00 00 ~ 02 55","Sets or reads the TX LEVEL setting. (00 00=0% ~ 02 55=100%)"
"1A","05,0256","00/01","Sets or reads the Auto Monitor setting. (00=OFF, 01=ON)"
"1A","05,0257","01 ~ 15","Sets or reads the Repeat Time setting. (01=1 sec. ~ 15=15 sec.)"
"1A","05,0258","00/01","Sets or reads the TX REC Audio setting. (00=Direct, 01=Monitor)"
"1A","05,0259","00/01","Sets or reads the RX REC Condition setting. (00=Always, 01=Squelch Auto)"
"1A","05,0260","00/01","Sets or reads the File Split setting. (00=OFF, 01=ON)"
"1A","05,0261","00/01","Sets or reads the PTT Auto REC setting. (00=OFF, 01=ON)"
"1A","05,0262","00 ~ 03","Sets or reads the PRE-REC for PTT Auto REC setting. (00=OFF, 01=5 sec, 02=10 sec, 03=15 sec)"
"1A","05,0263","00 ~ 03","Sets or reads the Skip Time setting. (00=3 sec, 01=5 sec, 02=10 sec, 03=30 sec)"
"1A","05,0264","See p. 22","Sets or reads the CW [KEYER/DECODE] Key setting. (00=Select screen, 01=KEYER (Hold down: Select screen), 02=DECODE (Hold down: Select screen))"
"1A","05,0265","00 ~ 09","Sets or reads the DEPTH setting. (NB) (00=1 ~ 09=10)"
"1A","05,0266","00 00 ~ 02 55","Sets or reads the WIDTH setting. (NB) (00 00=1 ~ 02 55=100)"
"1A","05,0267","00 ~ 20","Sets or reads the Delay setting. (VOX) (00=0.0 sec. ~ 20=2.0 sec. in 0.1 sec. steps)"
"1A","05,0268","00 ~ 03","Sets or reads the Voice delay setting. (VOX) (00=OFF, 01=Short, 02=Mid, 03=Long)"
"1A","05,0269","00/01","Sets or reads the TYPE setting. (APF) (00=SHARP, 01=SOFT)"
"1A","05,0270","00 ~ 06","Sets or reads the AF LEVEL setting. (APF) (00=0 dB ~ 06=6 dB)"
"1A","06","See p. 22","Sets or reads the DATA mode and filter width settings."
"1A","07","00/01","Sets or reads the NTP server access. (00=Terminate, 01=Initiate)"
"1A","08","00 ~ 02","Reads the NTP server access result. (00=Accessing, or have not accessed after Power ON, 01=Successful, 02=Failed) ""00"" will be returned immediately after turning the transceiver ON. ""02"" will be returned when time synchronization is stopped by the command 1A 07 00."
"1B","00","See p. 23","Sets or reads the Repeater tone frequency."
"1B","01","See p. 23","Sets or reads the TSQL tone frequency."
"1C","00","00/01","Sets or reads the RX/TX status of the transceiver. (00=RX, 01=TX) Every time the transceiver switches between transmit and receive, its TX/RX status will automatically be output when the CI-V Output (for ANT) is set to ON (1C 04 01)."
"1C","01","00 ~ 02","Sets or reads the tuning status of the internal antenna tuner. (00=OFF, 01=ON, 02=Tune)"
"1C","02","00/01","Sets or reads whether to monitor the transmit frequency by the XFC function. (00=OFF, 01=ON)"
"1C","03","See p. 16","Reads the transmit frequency. Each time the transmit frequency changes, it will automatically be output when the CI-V Output (for ANT) is set to ON (1C 04 01). Setting the transmit frequency using this command is not allowed."
"1C","04","00/01","Sets or reads the CI-V Output (for ANT) setting. (00=OFF, 01=ON)"
"1E","00","","Reads the number of available TX frequency bands."
"1E","01","See p. 16","Reads the upper and lower edge frequencies of a specific frequency band."
"1E","02","","Reads the maximum number of the User Band Edges. ""30"" will be returned."
"1E","03","See p. 16","Sets or reads the upper and lower edge frequencies of a specific User Band Edge."
"21","00","See p. 23","Sets or reads the RIT frequency."
"21","01","00/01","Sets or reads the ON/OFF status of the RIT function. (00=OFF, 01=ON)"
"21","02","00/01","Sets or reads the ON/OFF status of the ∂TX function. (00=OFF, 01=ON)"
"25","","See p. 23","Sets or reads the operating frequency for the Selected or Unselected VFO."
"26","","See p. 23","Sets or reads the operating mode, ON/OFF status of the data mode, and IF filter width for the Selected or Unselected VFO."
"27","00","See p. 24","Outputs the scope waveform data to the controller (PC). The waveform data will be output to the controller (PC) only when both the spectrum scope (27 10) and the waveform data output function (27 11) are set to ON."
"27","10","00/01","Sets or reads the ON/OFF status of the spectrum scope. (00=OFF, 01=ON)"
"27","11","00/01","Sets or reads whether to output the scope waveform data to the controller (PC). (00=OFF, 01=ON) Valid only when sent through the [USB] or [LAN] port."
"27","12","00","Sets or reads whether to use the Main or Sub scope. (Main only)"
"27","13","00","Sets or reads whether to use the Single or Dual scope. (Single only)"
"27","14","See p. 25","Sets or reads the scope mode between the Center, Fixed, SCROLL-C, and SCROLL-F."
"27","15","See p. 25","Sets or reads the Span setting for the Center or SCROLL-C mode."
"27","16","See p. 25","Sets or reads the Scope Edge Number setting for the Fixed or SCROLL-F mode."
"27","17","See p. 25","Sets or reads the ON/OFF status of the Scope Hold function."
"27","19","See p. 25","Sets or reads the Scope Reference level setting."
"27","1A","See p. 25","Sets or reads the Scope Sweep speed setting."
"27","1B","00/01","Sets or reads the Scope during Tx (CENTER TYPE) setting. (00=OFF, 01=ON)"
"27","1C","00 ~ 02","Sets or reads the CENTER Type Display setting. (00=Filter Center, 01=Carrier Point Center, 02=Carrier Point Center (Abs. Freq.))"
"27","1D","See p. 25","Sets or reads the Scope VBW setting."
"27","1E","See p. 26","Sets or reads the Scope Fixed Edge frequencies."
"27","20","00/01","Sets or reads the Marker Position (FIX Type/SCROLL Type) setting. (00=Filter Center, 01=Carrier Point)"
"28","00","00","Stops the Voice TX memory transmission."
"28","00","01 ~ 08","Starts a Voice TX memory transmission. (01=T1 ~ 08=T8)"
